# time (s)	h_+ (strain)	h_x (strain)
-1.936201879	1.572994e-22	1.219114e-22
-1.936140844	1.590680e-22	1.201621e-22
-1.936079809	1.608210e-22	1.183872e-22
-1.936018774	1.625582e-22	1.165866e-22
-1.935957739	1.642790e-22	1.147603e-22
-1.935896704	1.659833e-22	1.129084e-22
-1.935835668	1.676707e-22	1.110309e-22
-1.935774633	1.693407e-22	1.091280e-22
-1.935713598	1.709931e-22	1.071996e-22
-1.935652563	1.726274e-22	1.052458e-22
-1.935591528	1.742433e-22	1.032667e-22
-1.935530493	1.758405e-22	1.012624e-22
-1.935469457	1.774185e-22	9.923290e-23
-1.935408422	1.789770e-22	9.717832e-23
-1.935347387	1.805156e-22	9.509872e-23
-1.935286352	1.820340e-22	9.299421e-23
-1.935225317	1.835317e-22	9.086486e-23
-1.935164282	1.850084e-22	8.871078e-23
-1.935103246	1.864636e-22	8.653205e-23
-1.935042211	1.878971e-22	8.432879e-23
-1.934981176	1.893083e-22	8.210110e-23
-1.934920141	1.906970e-22	7.984910e-23
-1.934859106	1.920627e-22	7.757290e-23
-1.934798071	1.934050e-22	7.527263e-23
-1.934737036	1.947235e-22	7.294843e-23
-1.934676000	1.960179e-22	7.060042e-23
-1.934614965	1.972877e-22	6.822874e-23
-1.934553930	1.985325e-22	6.583354e-23
-1.934492895	1.997518e-22	6.341498e-23
-1.934431860	2.009454e-22	6.097321e-23
-1.934370825	2.021128e-22	5.850840e-23
-1.934309789	2.032535e-22	5.602071e-23
-1.934248754	2.043672e-22	5.351032e-23
-1.934187719	2.054534e-22	5.097742e-23
-1.934126684	2.065117e-22	4.842219e-23
-1.934065649	2.075417e-22	4.584483e-23
-1.934004614	2.085430e-22	4.324553e-23
-1.933943579	2.095152e-22	4.062450e-23
-1.933882543	2.104577e-22	3.798195e-23
-1.933821508	2.113702e-22	3.531809e-23
-1.933760473	2.122523e-22	3.263316e-23
-1.933699438	2.131035e-22	2.992737e-23
-1.933638403	2.139234e-22	2.720098e-23
-1.933577368	2.147115e-22	2.445423e-23
-1.933516332	2.154675e-22	2.168737e-23
-1.933455297	2.161908e-22	1.890066e-23
-1.933394262	2.168811e-22	1.609438e-23
-1.933333227	2.175378e-22	1.326879e-23
-1.933272192	2.181606e-22	1.042418e-23
-1.933211157	2.187490e-22	7.560848e-24
-1.933150121	2.193026e-22	4.679093e-24
-1.933089086	2.198209e-22	1.779221e-24
-1.933028051	2.203034e-22	-1.138449e-24
-1.932967016	2.207498e-22	-4.073591e-24
-1.932905981	2.211596e-22	-7.025873e-24
-1.932844946	2.215324e-22	-9.994950e-24
-1.932783911	2.218676e-22	-1.298047e-23
-1.932722875	2.221649e-22	-1.598208e-23
-1.932661840	2.224238e-22	-1.899941e-23
-1.932600805	2.226438e-22	-2.203208e-23
-1.932539770	2.228245e-22	-2.507972e-23
-1.932478735	2.229655e-22	-2.814192e-23
-1.932417700	2.230662e-22	-3.121828e-23
-1.932356664	2.231263e-22	-3.430839e-23
-1.932295629	2.231454e-22	-3.741183e-23
-1.932234594	2.231228e-22	-4.052815e-23
-1.932173559	2.230583e-22	-4.365693e-23
-1.932112524	2.229514e-22	-4.679770e-23
-1.932051489	2.228015e-22	-4.995000e-23
-1.931990454	2.226084e-22	-5.311335e-23
-1.931929418	2.223715e-22	-5.628727e-23
-1.931868383	2.220904e-22	-5.947127e-23
-1.931807348	2.217646e-22	-6.266484e-23
-1.931746313	2.213938e-22	-6.586745e-23
-1.931685278	2.209774e-22	-6.907858e-23
-1.931624243	2.205152e-22	-7.229770e-23
-1.931563207	2.200065e-22	-7.552425e-23
-1.931502172	2.194511e-22	-7.875767e-23
-1.931441137	2.188484e-22	-8.199738e-23
-1.931380102	2.181981e-22	-8.524281e-23
-1.931319067	2.174997e-22	-8.849336e-23
-1.931258032	2.167528e-22	-9.174841e-23
-1.931196996	2.159570e-22	-9.500735e-23
-1.931135961	2.151119e-22	-9.826954e-23
-1.931074926	2.142170e-22	-1.015343e-22
-1.931013891	2.132721e-22	-1.048011e-22
-1.930952856	2.122767e-22	-1.080691e-22
-1.930891821	2.112304e-22	-1.113377e-22
-1.930830786	2.101327e-22	-1.146062e-22
-1.930769750	2.089835e-22	-1.178739e-22
-1.930708715	2.077822e-22	-1.211401e-22
-1.930647680	2.065284e-22	-1.244040e-22
-1.930586645	2.052219e-22	-1.276648e-22
-1.930525610	2.038623e-22	-1.309219e-22
-1.930464575	2.024491e-22	-1.341744e-22
-1.930403539	2.009822e-22	-1.374216e-22
-1.930342504	1.994610e-22	-1.406626e-22
-1.930281469	1.978854e-22	-1.438966e-22
-1.930220434	1.962549e-22	-1.471229e-22
-1.930159399	1.945693e-22	-1.503405e-22
-1.930098364	1.928283e-22	-1.535485e-22
-1.930037329	1.910315e-22	-1.567462e-22
-1.929976293	1.891787e-22	-1.599326e-22
-1.929915258	1.872697e-22	-1.631069e-22
-1.929854223	1.853040e-22	-1.662680e-22
-1.929793188	1.832815e-22	-1.694151e-22
-1.929732153	1.812020e-22	-1.725473e-22
-1.929671118	1.790652e-22	-1.756635e-22
-1.929610082	1.768708e-22	-1.787627e-22
-1.929549047	1.746187e-22	-1.818441e-22
-1.929488012	1.723086e-22	-1.849066e-22
-1.929426977	1.699404e-22	-1.879491e-22
-1.929365942	1.675140e-22	-1.909706e-22
-1.929304907	1.650290e-22	-1.939701e-22
-1.929243871	1.624855e-22	-1.969466e-22
-1.929182836	1.598832e-22	-1.998988e-22
-1.929121801	1.572221e-22	-2.028258e-22
-1.929060766	1.545020e-22	-2.057264e-22
-1.928999731	1.517230e-22	-2.085995e-22
-1.928938696	1.488848e-22	-2.114439e-22
-1.928877661	1.459874e-22	-2.142585e-22
-1.928816625	1.430309e-22	-2.170421e-22
-1.928755590	1.400152e-22	-2.197936e-22
-1.928694555	1.369403e-22	-2.225116e-22
-1.928633520	1.338062e-22	-2.251951e-22
-1.928572485	1.306131e-22	-2.278428e-22
-1.928511450	1.273608e-22	-2.304534e-22
-1.928450414	1.240497e-22	-2.330256e-22
-1.928389379	1.206796e-22	-2.355583e-22
-1.928328344	1.172509e-22	-2.380500e-22
-1.928267309	1.137636e-22	-2.404996e-22
-1.928206274	1.102179e-22	-2.429056e-22
-1.928145239	1.066140e-22	-2.452668e-22
-1.928084204	1.029522e-22	-2.475818e-22
-1.928023168	9.923261e-23	-2.498493e-22
-1.927962133	9.545565e-23	-2.520679e-22
-1.927901098	9.162158e-23	-2.542361e-22
-1.927840063	8.773072e-23	-2.563527e-22
-1.927779028	8.378345e-23	-2.584162e-22
-1.927717993	7.978016e-23	-2.604252e-22
-1.927656957	7.572126e-23	-2.623782e-22
-1.927595922	7.160722e-23	-2.642738e-22
-1.927534887	6.743852e-23	-2.661106e-22
-1.927473852	6.321568e-23	-2.678871e-22
-1.927412817	5.893923e-23	-2.696018e-22
-1.927351782	5.460978e-23	-2.712533e-22
-1.927290746	5.022793e-23	-2.728401e-22
-1.927229711	4.579434e-23	-2.743606e-22
-1.927168676	4.130971e-23	-2.758134e-22
-1.927107641	3.677474e-23	-2.771970e-22
-1.927046606	3.219022e-23	-2.785098e-22
-1.926985571	2.755693e-23	-2.797503e-22
-1.926924536	2.287572e-23	-2.809170e-22
-1.926863500	1.814747e-23	-2.820084e-22
-1.926802465	1.337311e-23	-2.830229e-22
-1.926741430	8.553579e-24	-2.839589e-22
-1.926680395	3.689901e-24	-2.848151e-22
-1.926619360	-1.216881e-24	-2.855897e-22
-1.926558325	-6.165674e-24	-2.862813e-22
-1.926497289	-1.115534e-23	-2.868883e-22
-1.926436254	-1.618471e-23	-2.874092e-22
-1.926375219	-2.125255e-23	-2.878425e-22
-1.926314184	-2.635759e-23	-2.881866e-22
-1.926253149	-3.149850e-23	-2.884400e-22
-1.926192114	-3.667393e-23	-2.886012e-22
-1.926131079	-4.188243e-23	-2.886686e-22
-1.926070043	-4.712256e-23	-2.886409e-22
-1.926009008	-5.239279e-23	-2.885163e-22
-1.925947973	-5.769154e-23	-2.882936e-22
-1.925886938	-6.301721e-23	-2.879712e-22
-1.925825903	-6.836813e-23	-2.875476e-22
-1.925764868	-7.374256e-23	-2.870215e-22
-1.925703832	-7.913873e-23	-2.863913e-22
-1.925642797	-8.455481e-23	-2.856558e-22
-1.925581762	-8.998890e-23	-2.848134e-22
-1.925520727	-9.543906e-23	-2.838629e-22
-1.925459692	-1.009033e-22	-2.828029e-22
-1.925398657	-1.063796e-22	-2.816321e-22
-1.925337621	-1.118658e-22	-2.803492e-22
-1.925276586	-1.173597e-22	-2.789529e-22
-1.925215551	-1.228592e-22	-2.774420e-22
-1.925154516	-1.283619e-22	-2.758154e-22
-1.925093481	-1.338656e-22	-2.740718e-22
-1.925032446	-1.393677e-22	-2.722101e-22
-1.924971411	-1.448659e-22	-2.702293e-22
-1.924910375	-1.503577e-22	-2.681282e-22
-1.924849340	-1.558406e-22	-2.659060e-22
-1.924788305	-1.613117e-22	-2.635616e-22
-1.924727270	-1.667686e-22	-2.610941e-22
-1.924666235	-1.722085e-22	-2.585027e-22
-1.924605200	-1.776285e-22	-2.557865e-22
-1.924544164	-1.830258e-22	-2.529449e-22
-1.924483129	-1.883976e-22	-2.499770e-22
-1.924422094	-1.937408e-22	-2.468824e-22
-1.924361059	-1.990525e-22	-2.436603e-22
-1.924300024	-2.043295e-22	-2.403103e-22
-1.924238989	-2.095688e-22	-2.368319e-22
-1.924177954	-2.147672e-22	-2.332248e-22
-1.924116918	-2.199214e-22	-2.294887e-22
-1.924055883	-2.250283e-22	-2.256233e-22
-1.923994848	-2.300844e-22	-2.216285e-22
-1.923933813	-2.350865e-22	-2.175042e-22
-1.923872778	-2.400310e-22	-2.132504e-22
-1.923811743	-2.449145e-22	-2.088673e-22
-1.923750707	-2.497336e-22	-2.043550e-22
-1.923689672	-2.544847e-22	-1.997138e-22
-1.923628637	-2.591642e-22	-1.949440e-22
-1.923567602	-2.637685e-22	-1.900461e-22
-1.923506567	-2.682940e-22	-1.850208e-22
-1.923445532	-2.727369e-22	-1.798686e-22
-1.923384496	-2.770935e-22	-1.745904e-22
-1.923323461	-2.813602e-22	-1.691869e-22
-1.923262426	-2.855331e-22	-1.636593e-22
-1.923201391	-2.896085e-22	-1.580085e-22
-1.923140356	-2.935825e-22	-1.522359e-22
-1.923079321	-2.974514e-22	-1.463427e-22
-1.923018286	-3.012113e-22	-1.403304e-22
-1.922957250	-3.048584e-22	-1.342006e-22
-1.922896215	-3.083888e-22	-1.279549e-22
-1.922835180	-3.117987e-22	-1.215952e-22
-1.922774145	-3.150842e-22	-1.151234e-22
-1.922713110	-3.182415e-22	-1.085416e-22
-1.922652075	-3.212668e-22	-1.018521e-22
-1.922591039	-3.241563e-22	-9.505707e-23
-1.922530004	-3.269062e-22	-8.815907e-23
-1.922468969	-3.295126e-22	-8.116070e-23
-1.922407934	-3.319720e-22	-7.406471e-23
-1.922346899	-3.342805e-22	-6.687399e-23
-1.922285864	-3.364346e-22	-5.959157e-23
-1.922224829	-3.384306e-22	-5.222060e-23
-1.922163793	-3.402649e-22	-4.476439e-23
-1.922102758	-3.419340e-22	-3.722640e-23
-1.922041723	-3.434345e-22	-2.961020e-23
-1.921980688	-3.447630e-22	-2.191954e-23
-1.921919653	-3.459162e-22	-1.415828e-23
-1.921858618	-3.468907e-22	-6.330420e-24
-1.921797582	-3.476836e-22	1.559882e-24
-1.921736547	-3.482917e-22	9.508330e-24
-1.921675512	-3.487120e-22	1.751049e-23
-1.921614477	-3.489417e-22	2.556181e-23
-1.921553442	-3.489780e-22	3.365760e-23
-1.921492407	-3.488183e-22	4.179302e-23
-1.921431371	-3.484600e-22	4.996310e-23
-1.921370336	-3.479007e-22	5.816275e-23
-1.921309301	-3.471383e-22	6.638675e-23
-1.921248266	-3.461704e-22	7.462977e-23
-1.921187231	-3.449952e-22	8.288637e-23
-1.921126196	-3.436109e-22	9.115095e-23
-1.921065161	-3.420156e-22	9.941784e-23
-1.921004125	-3.402080e-22	1.076812e-22
-1.920943090	-3.381867e-22	1.159353e-22
-1.920882055	-3.359504e-22	1.241739e-22
-1.920821020	-3.334983e-22	1.323911e-22
-1.920759985	-3.308294e-22	1.405807e-22
-1.920698950	-3.279432e-22	1.487364e-22
-1.920637914	-3.248392e-22	1.568519e-22
-1.920576879	-3.215172e-22	1.649209e-22
-1.920515844	-3.179772e-22	1.729368e-22
-1.920454809	-3.142194e-22	1.808931e-22
-1.920393774	-3.102442e-22	1.887833e-22
-1.920332739	-3.060522e-22	1.966009e-22
-1.920271704	-3.016442e-22	2.043390e-22
-1.920210668	-2.970213e-22	2.119912e-22
-1.920149633	-2.921849e-22	2.195508e-22
-1.920088598	-2.871363e-22	2.270110e-22
-1.920027563	-2.818774e-22	2.343652e-22
-1.919966528	-2.764102e-22	2.416068e-22
-1.919905493	-2.707369e-22	2.487290e-22
-1.919844457	-2.648600e-22	2.557253e-22
-1.919783422	-2.587821e-22	2.625891e-22
-1.919722387	-2.525063e-22	2.693140e-22
-1.919661352	-2.460357e-22	2.758933e-22
-1.919600317	-2.393737e-22	2.823207e-22
-1.919539282	-2.325240e-22	2.885900e-22
-1.919478246	-2.254904e-22	2.946948e-22
-1.919417211	-2.182772e-22	3.006290e-22
-1.919356176	-2.108887e-22	3.063867e-22
-1.919295141	-2.033295e-22	3.119618e-22
-1.919234106	-1.956044e-22	3.173486e-22
-1.919173071	-1.877185e-22	3.225416e-22
-1.919112036	-1.796769e-22	3.275351e-22
-1.919051000	-1.714853e-22	3.323238e-22
-1.918989965	-1.631493e-22	3.369026e-22
-1.918928930	-1.546748e-22	3.412665e-22
-1.918867895	-1.460678e-22	3.454106e-22
-1.918806860	-1.373348e-22	3.493304e-22
-1.918745825	-1.284820e-22	3.530214e-22
-1.918684789	-1.195163e-22	3.564795e-22
-1.918623754	-1.104443e-22	3.597006e-22
-1.918562719	-1.012732e-22	3.626810e-22
-1.918501684	-9.200990e-23	3.654171e-22
-1.918440649	-8.266180e-23	3.679058e-22
-1.918379614	-7.323628e-23	3.701439e-22
-1.918318579	-6.374087e-23	3.721287e-22
-1.918257543	-5.418321e-23	3.738577e-22
-1.918196508	-4.457105e-23	3.753286e-22
-1.918135473	-3.491222e-23	3.765395e-22
-1.918074438	-2.521467e-23	3.774885e-22
-1.918013403	-1.548637e-23	3.781744e-22
-1.917952368	-5.735374e-24	3.785959e-22
-1.917891332	4.030207e-24	3.787523e-22
-1.917830297	1.380224e-23	3.786428e-22
-1.917769262	2.357255e-23	3.782673e-22
-1.917708227	3.333297e-23	3.776257e-22
-1.917647192	4.307533e-23	3.767184e-22
-1.917586157	5.279144e-23	3.755459e-22
-1.917525121	6.247318e-23	3.741090e-22
-1.917464086	7.211244e-23	3.724091e-22
-1.917403051	8.170114e-23	3.704475e-22
-1.917342016	9.123128e-23	3.682259e-22
-1.917280981	1.006949e-22	3.657464e-22
-1.917219946	1.100843e-22	3.630113e-22
-1.917158911	1.193915e-22	3.600231e-22
-1.917097875	1.286089e-22	3.567847e-22
-1.917036840	1.377291e-22	3.532992e-22
-1.916975805	1.467446e-22	3.495700e-22
-1.916914770	1.556480e-22	3.456007e-22
-1.916853735	1.644324e-22	3.413952e-22
-1.916792700	1.730906e-22	3.369576e-22
-1.916731664	1.816160e-22	3.322922e-22
-1.916670629	1.900017e-22	3.274037e-22
-1.916609594	1.982415e-22	3.222968e-22
-1.916548559	2.063290e-22	3.169765e-22
-1.916487524	2.142582e-22	3.114481e-22
-1.916426489	2.220232e-22	3.057170e-22
-1.916365454	2.296183e-22	2.997886e-22
-1.916304418	2.370382e-22	2.936689e-22
-1.916243383	2.442776e-22	2.873637e-22
-1.916182348	2.513315e-22	2.808791e-22
-1.916121313	2.581952e-22	2.742214e-22
-1.916060278	2.648643e-22	2.673968e-22
-1.915999243	2.713343e-22	2.604119e-22
-1.915938207	2.776015e-22	2.532733e-22
-1.915877172	2.836618e-22	2.459876e-22
-1.915816137	2.895120e-22	2.385617e-22
-1.915755102	2.951487e-22	2.310024e-22
-1.915694067	3.005688e-22	2.233166e-22
-1.915633032	3.057697e-22	2.155114e-22
-1.915571996	3.107489e-22	2.075939e-22
-1.915510961	3.155041e-22	1.995710e-22
-1.915449926	3.200334e-22	1.914499e-22
-1.915388891	3.243349e-22	1.832378e-22
-1.915327856	3.284074e-22	1.749417e-22
-1.915266821	3.322494e-22	1.665689e-22
-1.915205786	3.358601e-22	1.581264e-22
-1.915144750	3.392387e-22	1.496214e-22
-1.915083715	3.423848e-22	1.410609e-22
-1.915022680	3.452980e-22	1.324521e-22
-1.914961645	3.479784e-22	1.238017e-22
-1.914900610	3.504262e-22	1.151169e-22
-1.914839575	3.526418e-22	1.064045e-22
-1.914778539	3.546259e-22	9.767119e-23
-1.914717504	3.563793e-22	8.892380e-23
-1.914656469	3.579033e-22	8.016893e-23
-1.914595434	3.591989e-22	7.141310e-23
-1.914534399	3.602679e-22	6.266277e-23
-1.914473364	3.611117e-22	5.392425e-23
-1.914412329	3.617324e-22	4.520377e-23
-1.914351293	3.621319e-22	3.650741e-23
-1.914290258	3.623125e-22	2.784115e-23
-1.914229223	3.622767e-22	1.921084e-23
-1.914168188	3.620268e-22	1.062220e-23
-1.914107153	3.615658e-22	2.080783e-24
-1.914046118	3.608963e-22	-6.407966e-24
-1.913985082	3.600215e-22	-1.483876e-23
-1.913924047	3.589444e-22	-2.320645e-23
-1.913863012	3.576684e-22	-3.150605e-23
-1.913801977	3.561967e-22	-3.973272e-23
-1.913740942	3.545329e-22	-4.788177e-23
-1.913679907	3.526805e-22	-5.594869e-23
-1.913618871	3.506433e-22	-6.392909e-23
-1.913557836	3.484251e-22	-7.181876e-23
-1.913496801	3.460297e-22	-7.961367e-23
-1.913435766	3.434610e-22	-8.730992e-23
-1.913374731	3.407231e-22	-9.490379e-23
-1.913313696	3.378200e-22	-1.023917e-22
-1.913252661	3.347560e-22	-1.097703e-22
-1.913191625	3.315351e-22	-1.170362e-22
-1.913130590	3.281617e-22	-1.241865e-22
-1.913069555	3.246400e-22	-1.312182e-22
-1.913008520	3.209742e-22	-1.381285e-22
-1.912947485	3.171689e-22	-1.449148e-22
-1.912886450	3.132282e-22	-1.515747e-22
-1.912825414	3.091567e-22	-1.581058e-22
-1.912764379	3.049586e-22	-1.645061e-22
-1.912703344	3.006384e-22	-1.707735e-22
-1.912642309	2.962005e-22	-1.769062e-22
-1.912581274	2.916493e-22	-1.829025e-22
-1.912520239	2.869891e-22	-1.887608e-22
-1.912459204	2.822244e-22	-1.944797e-22
-1.912398168	2.773595e-22	-2.000579e-22
-1.912337133	2.723987e-22	-2.054943e-22
-1.912276098	2.673464e-22	-2.107878e-22
-1.912215063	2.622068e-22	-2.159376e-22
-1.912154028	2.569842e-22	-2.209430e-22
-1.912092993	2.516829e-22	-2.258032e-22
-1.912031957	2.463070e-22	-2.305178e-22
-1.911970922	2.408606e-22	-2.350864e-22
-1.911909887	2.353479e-22	-2.395087e-22
-1.911848852	2.297729e-22	-2.437845e-22
-1.911787817	2.241396e-22	-2.479138e-22
-1.911726782	2.184520e-22	-2.518966e-22
-1.911665746	2.127139e-22	-2.557331e-22
-1.911604711	2.069292e-22	-2.594235e-22
-1.911543676	2.011017e-22	-2.629681e-22
-1.911482641	1.952352e-22	-2.663673e-22
-1.911421606	1.893332e-22	-2.696218e-22
-1.911360571	1.833994e-22	-2.727320e-22
-1.911299536	1.774374e-22	-2.756987e-22
-1.911238500	1.714505e-22	-2.785226e-22
-1.911177465	1.654423e-22	-2.812045e-22
-1.911116430	1.594161e-22	-2.837454e-22
-1.911055395	1.533750e-22	-2.861463e-22
-1.910994360	1.473225e-22	-2.884081e-22
-1.910933325	1.412615e-22	-2.905320e-22
-1.910872289	1.351951e-22	-2.925192e-22
-1.910811254	1.291264e-22	-2.943708e-22
-1.910750219	1.230583e-22	-2.960882e-22
-1.910689184	1.169937e-22	-2.976727e-22
-1.910628149	1.109353e-22	-2.991256e-22
-1.910567114	1.048858e-22	-3.004484e-22
-1.910506079	9.884792e-23	-3.016425e-22
-1.910445043	9.282423e-23	-3.027095e-22
-1.910384008	8.681723e-23	-3.036509e-22
-1.910322973	8.082937e-23	-3.044682e-22
-1.910261938	7.486300e-23	-3.051631e-22
-1.910200903	6.892043e-23	-3.057373e-22
-1.910139868	6.300390e-23	-3.061923e-22
-1.910078832	5.711556e-23	-3.065300e-22
-1.910017797	5.125753e-23	-3.067519e-22
-1.909956762	4.543183e-23	-3.068599e-22
-1.909895727	3.964041e-23	-3.068558e-22
-1.909834692	3.388519e-23	-3.067412e-22
-1.909773657	2.816799e-23	-3.065180e-22
-1.909712621	2.249059e-23	-3.061881e-22
-1.909651586	1.685471e-23	-3.057532e-22
-1.909590551	1.126198e-23	-3.052152e-22
-1.909529516	5.713982e-24	-3.045760e-22
-1.909468481	2.122468e-25	-3.038373e-22
-1.909407446	-5.241762e-24	-3.030010e-22
-1.909346411	-1.064664e-23	-3.020691e-22
-1.909285375	-1.600102e-23	-3.010433e-22
-1.909224340	-2.130364e-23	-2.999256e-22
-1.909163305	-2.655324e-23	-2.987178e-22
-1.909102270	-3.174865e-23	-2.974218e-22
-1.909041235	-3.688875e-23	-2.960394e-22
-1.908980200	-4.197245e-23	-2.945725e-22
-1.908919164	-4.699873e-23	-2.930230e-22
-1.908858129	-5.196661e-23	-2.913928e-22
-1.908797094	-5.687518e-23	-2.896836e-22
-1.908736059	-6.172355e-23	-2.878973e-22
-1.908675024	-6.651092e-23	-2.860358e-22
-1.908613989	-7.123648e-23	-2.841008e-22
-1.908552954	-7.589951e-23	-2.820943e-22
-1.908491918	-8.049931e-23	-2.800179e-22
-1.908430883	-8.503524e-23	-2.778735e-22
-1.908369848	-8.950670e-23	-2.756629e-22
-1.908308813	-9.391311e-23	-2.733878e-22
-1.908247778	-9.825396e-23	-2.710500e-22
-1.908186743	-1.025288e-22	-2.686512e-22
-1.908125707	-1.067371e-22	-2.661931e-22
-1.908064672	-1.108785e-22	-2.636776e-22
-1.908003637	-1.149526e-22	-2.611061e-22
-1.907942602	-1.189592e-22	-2.584806e-22
-1.907881567	-1.228978e-22	-2.558025e-22
-1.907820532	-1.267683e-22	-2.530735e-22
-1.907759496	-1.305703e-22	-2.502953e-22
-1.907698461	-1.343037e-22	-2.474695e-22
-1.907637426	-1.379684e-22	-2.445977e-22
-1.907576391	-1.415641e-22	-2.416815e-22
-1.907515356	-1.450908e-22	-2.387223e-22
-1.907454321	-1.485484e-22	-2.357218e-22
-1.907393286	-1.519368e-22	-2.326815e-22
-1.907332250	-1.552560e-22	-2.296028e-22
-1.907271215	-1.585060e-22	-2.264873e-22
-1.907210180	-1.616868e-22	-2.233365e-22
-1.907149145	-1.647985e-22	-2.201516e-22
-1.907088110	-1.678411e-22	-2.169343e-22
-1.907027075	-1.708147e-22	-2.136859e-22
-1.906966039	-1.737194e-22	-2.104077e-22
-1.906905004	-1.765554e-22	-2.071012e-22
-1.906843969	-1.793229e-22	-2.037676e-22
-1.906782934	-1.820219e-22	-2.004084e-22
-1.906721899	-1.846528e-22	-1.970248e-22
-1.906660864	-1.872156e-22	-1.936181e-22
-1.906599829	-1.897107e-22	-1.901896e-22
-1.906538793	-1.921383e-22	-1.867405e-22
-1.906477758	-1.944987e-22	-1.832720e-22
-1.906416723	-1.967921e-22	-1.797855e-22
-1.906355688	-1.990188e-22	-1.762819e-22
-1.906294653	-2.011792e-22	-1.727626e-22
-1.906233618	-2.032735e-22	-1.692286e-22
-1.906172582	-2.053022e-22	-1.656812e-22
-1.906111547	-2.072655e-22	-1.621213e-22
-1.906050512	-2.091639e-22	-1.585502e-22
-1.905989477	-2.109977e-22	-1.549688e-22
-1.905928442	-2.127673e-22	-1.513782e-22
-1.905867407	-2.144730e-22	-1.477796e-22
-1.905806371	-2.161154e-22	-1.441738e-22
-1.905745336	-2.176949e-22	-1.405618e-22
-1.905684301	-2.192117e-22	-1.369448e-22
-1.905623266	-2.206665e-22	-1.333235e-22
-1.905562231	-2.220597e-22	-1.296990e-22
-1.905501196	-2.233916e-22	-1.260723e-22
-1.905440161	-2.246629e-22	-1.224441e-22
-1.905379125	-2.258739e-22	-1.188154e-22
-1.905318090	-2.270251e-22	-1.151871e-22
-1.905257055	-2.281170e-22	-1.115600e-22
-1.905196020	-2.291501e-22	-1.079349e-22
-1.905134985	-2.301250e-22	-1.043128e-22
-1.905073950	-2.310420e-22	-1.006943e-22
-1.905012914	-2.319018e-22	-9.708034e-23
-1.904951879	-2.327049e-22	-9.347161e-23
-1.904890844	-2.334516e-22	-8.986889e-23
-1.904829809	-2.341427e-22	-8.627292e-23
-1.904768774	-2.347786e-22	-8.268443e-23
-1.904707739	-2.353598e-22	-7.910412e-23
-1.904646704	-2.358870e-22	-7.553269e-23
-1.904585668	-2.363605e-22	-7.197082e-23
